Nombre,Habitantes,CodigoPostal,Provincia,Division,Pais
Blanca,6882,30011,Murcia,Murcia,España
Bullas,12027,30012,Murcia,Murcia,España
Calasparra,10391,30013,Murcia,Murcia,España
Campos del Río,2159,30014,Murcia,Murcia,España
Caravaca de la Cruz,26126,30015,Murcia,Murcia,España
Cartagena,220704,30016,Murcia,Murcia,España
Cehegín,14506,30017,Murcia,Murcia,España
Ceutí,13089,30018,Murcia,Murcia,España
Cieza,35577,30019,Murcia,Murcia,España
Fortuna,11437,30020,Murcia,Murcia,España
Fuente Álamo de Murcia,19171,30021,Murcia,Murcia,España
Jumilla,27574,30022,Murcia,Murcia,España
Librilla,5854,30023,Murcia,Murcia,España
Lorca,98969,30024,Murcia,Murcia,España
Lorquí,7946,30025,Murcia,Murcia,España
Mazarrón,35449,30026,Murcia,Murcia,España
Molina de Segura,78458,30027,Murcia,Murcia,España
Moratalla,7518,30028,Murcia,Murcia,España
Mula,17937,30029,Murcia,Murcia,España
Murcia,479405,30030,Murcia,Murcia,España
Ojós,548,30031,Murcia,Murcia,España
Pliego,4003,30032,Murcia,Murcia,España
Puerto Lumbreras,18006,30033,Murcia,Murcia,España
Ricote,1197,30034,Murcia,Murcia,España
San Javier,36524,30035,Murcia,Murcia,España
San Pedro del Pinatar,29674,30036,Murcia,Murcia,España
Torre-Pacheco,41479,30037,Murcia,Murcia,España
Las Torres de Cotillas,22676,30038,Murcia,Murcia,España
Totana,33358,30039,Murcia,Murcia,España
Ulea,926,30040,Murcia,Murcia,España
La Unión,21380,30041,Murcia,Murcia,España
Villanueva del Río Segura,4111,30042,Murcia,Murcia,España
Yecla,36453,30043,Murcia,Murcia,España
Santomera,16443,30901,Murcia,Murcia,España
Los Alcázares,20408,30902,Murcia,Murcia,España
Abáigar,74,31001,Navarra,Navarra,España
Abárzuza,510,31002,Navarra,Navarra,España
Abaurregaina,121,31003,Navarra,Navarra,España
Abaurrepea,30,31004,Navarra,Navarra,España
Aberin,410,31005,Navarra,Navarra,España
Ablitas,2657,31006,Navarra,Navarra,España
Adiós,194,31007,Navarra,Navarra,España
Aguilar de Codés,74,31008,Navarra,Navarra,España
Aibar,754,31009,Navarra,Navarra,España
Altsasu,7717,31010,Navarra,Navarra,España
Allín,881,31011,Navarra,Navarra,España
Allo,1028,31012,Navarra,Navarra,España
Améscoa Baja,729,31013,Navarra,Navarra,España
Ancín,363,31014,Navarra,Navarra,España
Andosilla,2925,31015,Navarra,Navarra,España
Ansoáin,10663,31016,Navarra,Navarra,España
Anue,501,31017,Navarra,Navarra,España
Añorbe,622,31018,Navarra,Navarra,España
Aoiz,3083,31019,Navarra,Navarra,España
Araitz,506,31020,Navarra,Navarra,España
Aranarache,70,31021,Navarra,Navarra,España
Arantza,628,31022,Navarra,Navarra,España
Aranguren,13216,31023,Navarra,Navarra,España
Arano,108,31024,Navarra,Navarra,España
Arakil,990,31025,Navarra,Navarra,España
Aras,150,31026,Navarra,Navarra,España
Arbizu,1107,31027,Navarra,Navarra,España
Arce,290,31028,Navarra,Navarra,España
Los Arcos,1177,31029,Navarra,Navarra,España
Arellano,165,31030,Navarra,Navarra,España
Areso,260,31031,Navarra,Navarra,España
Arguedas,2309,31032,Navarra,Navarra,España
Aria,51,31033,Navarra,Navarra,España
Aribe,34,31034,Navarra,Navarra,España
Armañanzas,47,31035,Navarra,Navarra,España
Arróniz,1064,31036,Navarra,Navarra,España
Arruazu,121,31037,Navarra,Navarra,España
Artajona,1783,31038,Navarra,Navarra,España
Artazu,125,31039,Navarra,Navarra,España
Atetz,227,31040,Navarra,Navarra,España
Ayegui,2589,31041,Navarra,Navarra,España
Azagra,3746,31042,Navarra,Navarra,España
Azuelo,29,31043,Navarra,Navarra,España
Bakaiku,342,31044,Navarra,Navarra,España
Barásoain,601,31045,Navarra,Navarra,España
Barbarin,46,31046,Navarra,Navarra,España
Bargota,237,31047,Navarra,Navarra,España
Barillas,240,31048,Navarra,Navarra,España
Basaburua,819,31049,Navarra,Navarra,España
Baztan,7851,31050,Navarra,Navarra,España
Beire,274,31051,Navarra,Navarra,España
Belascoáin,124,31052,Navarra,Navarra,España
Berbinzana,670,31053,Navarra,Navarra,España
Bertizarana,668,31054,Navarra,Navarra,España
Betelu,375,31055,Navarra,Navarra,España
Biurrun-Olcoz,227,31056,Navarra,Navarra,España
Buñuel,2318,31057,Navarra,Navarra,España
Auritz,235,31058,Navarra,Navarra,España
Burgui,187,31059,Navarra,Navarra,España
Burlada,21280,31060,Navarra,Navarra,España
El Busto,55,31061,Navarra,Navarra,España
Cabanillas,1373,31062,Navarra,Navarra,España
Cabredo,73,31063,Navarra,Navarra,España
Cadreita,2187,31064,Navarra,Navarra,España
Caparroso,2882,31065,Navarra,Navarra,España
Cárcar,1156,31066,Navarra,Navarra,España
Carcastillo,2408,31067,Navarra,Navarra,España
Cascante,4231,31068,Navarra,Navarra,España
Cáseda,912,31069,Navarra,Navarra,España
Castejón,4725,31070,Navarra,Navarra,España
Castillonuevo,14,31071,Navarra,Navarra,España
Cintruénigo,8565,31072,Navarra,Navarra,España
Ziordia,359,31073,Navarra,Navarra,España
Cirauqui,473,31074,Navarra,Navarra,España
Ciriza,170,31075,Navarra,Navarra,España
Cizur,3949,31076,Navarra,Navarra,España
Corella,8756,31077,Navarra,Navarra,España
Cortes,3165,31078,Navarra,Navarra,España
Desojo,68,31079,Navarra,Navarra,España
Dicastillo,562,31080,Navarra,Navarra,España
Donamaria,446,31081,Navarra,Navarra,España
Etxalar,807,31082,Navarra,Navarra,España
Echarri,78,31083,Navarra,Navarra,España
Etxarri Aranatz,2551,31084,Navarra,Navarra,España
Etxauri,671,31085,Navarra,Navarra,España
Valle de Egüés,22825,31086,Navarra,Navarra,España
Elgorriaga,210,31087,Navarra,Navarra,España
Noáin (Valle de Elorz),8486,31088,Navarra,Navarra,España
Enériz,328,31089,Navarra,Navarra,España
Eratsun,155,31090,Navarra,Navarra,España
Ergoiena,392,31091,Navarra,Navarra,España
Erro,812,31092,Navarra,Navarra,España
Ezcároz,298,31093,Navarra,Navarra,España
Eslava,97,31094,Navarra,Navarra,España
Esparza de Salazar,75,31095,Navarra,Navarra,España
Espronceda,102,31096,Navarra,Navarra,España
Estella-Lizarra,14317,31097,Navarra,Navarra,España
Esteribar,2918,31098,Navarra,Navarra,España
Etayo,72,31099,Navarra,Navarra,España
Eulate,278,31100,Navarra,Navarra,España
Ezcabarte,1901,31101,Navarra,Navarra,España
Ezkurra,125,31102,Navarra,Navarra,España
Ezprogui,48,31103,Navarra,Navarra,España
Falces,2389,31104,Navarra,Navarra,España
Fitero,2370,31105,Navarra,Navarra,España
Fontellas,1050,31106,Navarra,Navarra,España
Funes,2537,31107,Navarra,Navarra,España
Fustiñana,2445,31108,Navarra,Navarra,España
Galar,2427,31109,Navarra,Navarra,España
Gallipienzo,100,31110,Navarra,Navarra,España
Gallués,91,31111,Navarra,Navarra,España
Garaioa,92,31112,Navarra,Navarra,España
Garde,132,31113,Navarra,Navarra,España
Garínoain,527,31114,Navarra,Navarra,España
Garralda,183,31115,Navarra,Navarra,España
Genevilla,69,31116,Navarra,Navarra,España
Goizueta,681,31117,Navarra,Navarra,España
Goñi,166,31118,Navarra,Navarra,España
Güesa,36,31119,Navarra,Navarra,España
Guesálaz,462,31120,Navarra,Navarra,España
Guirguillano,75,31121,Navarra,Navarra,España
Huarte,7900,31122,Navarra,Navarra,España
Uharte Arakil,770,31123,Navarra,Navarra,España
Ibargoiti,279,31124,Navarra,Navarra,España
Igúzquiza,307,31125,Navarra,Navarra,España
Imotz,433,31126,Navarra,Navarra,España
Irañeta,172,31127,Navarra,Navarra,España
Isaba,384,31128,Navarra,Navarra,España
Ituren,543,31129,Navarra,Navarra,España
Iturmendi,428,31130,Navarra,Navarra,España
Iza,1459,31131,Navarra,Navarra,España
Izagaondoa,153,31132,Navarra,Navarra,España
Izalzu,36,31133,Navarra,Navarra,España
Jaurrieta,179,31134,Navarra,Navarra,España
Javier,106,31135,Navarra,Navarra,España
Juslapeña,562,31136,Navarra,Navarra,España
Beintza-Labaien,228,31137,Navarra,Navarra,España
Lakuntza,1338,31138,Navarra,Navarra,España
Lana,149,31139,Navarra,Navarra,España
Lantz,150,31140,Navarra,Navarra,España
Lapoblación,123,31141,Navarra,Navarra,España
Larraga,2158,31142,Navarra,Navarra,España
Larraona,100,31143,Navarra,Navarra,España
Larraun,918,31144,Navarra,Navarra,España
Lazagurría,170,31145,Navarra,Navarra,España
Leache,38,31146,Navarra,Navarra,España
Legarda,143,31147,Navarra,Navarra,España
Legaria,111,31148,Navarra,Navarra,España
Leitza,3011,31149,Navarra,Navarra,España
Leoz,202,31150,Navarra,Navarra,España
Lerga,44,31151,Navarra,Navarra,España
Lerín,1821,31152,Navarra,Navarra,España
Lesaka,2721,31153,Navarra,Navarra,España
Lezaun,248,31154,Navarra,Navarra,España
Liédena,354,31155,Navarra,Navarra,España
Lizoain-Arriasgoiti,287,31156,Navarra,Navarra,España
Lodosa,4964,31157,Navarra,Navarra,España
Lónguida,308,31158,Navarra,Navarra,España
Lumbier,1330,31159,Navarra,Navarra,España
Luquin,135,31160,Navarra,Navarra,España
Mañeru,452,31161,Navarra,Navarra,España
Marañón,50,31162,Navarra,Navarra,España
Marcilla,2938,31163,Navarra,Navarra,España
Mélida,739,31164,Navarra,Navarra,España
Mendavia,3588,31165,Navarra,Navarra,España
Mendaza,284,31166,Navarra,Navarra,España
Mendigorria,1261,31167,Navarra,Navarra,España
Metauten,263,31168,Navarra,Navarra,España
Milagro,3741,31169,Navarra,Navarra,España
Mirafuentes,56,31170,Navarra,Navarra,España
Miranda de Arga,903,31171,Navarra,Navarra,España
Monreal,511,31172,Navarra,Navarra,España
Monteagudo,1073,31173,Navarra,Navarra,España
Morentin,110,31174,Navarra,Navarra,España
Mues,80,31175,Navarra,Navarra,España
Murchante,4230,31176,Navarra,Navarra,España
Murieta,345,31177,Navarra,Navarra,España
Murillo el Cuende,701,31178,Navarra,Navarra,España
Murillo el Fruto,665,31179,Navarra,Navarra,España
Muruzábal,283,31180,Navarra,Navarra,España
Navascués,114,31181,Navarra,Navarra,España
Nazar,40,31182,Navarra,Navarra,España
Obanos,924,31183,Navarra,Navarra,España
Oco,65,31184,Navarra,Navarra,España
Ochagavía,492,31185,Navarra,Navarra,España
Odieta,367,31186,Navarra,Navarra,España
Oiz,129,31187,Navarra,Navarra,España
Olaibar,399,31188,Navarra,Navarra,España
Olazti,1444,31189,Navarra,Navarra,España
Olejua,49,31190,Navarra,Navarra,España
Olite,4069,31191,Navarra,Navarra,España
Olóriz,210,31192,Navarra,Navarra,España
Cendea de Olza,1874,31193,Navarra,Navarra,España
Valle de Ollo,453,31194,Navarra,Navarra,España
Orbaizeta,186,31195,Navarra,Navarra,España
Orbara,28,31196,Navarra,Navarra,España
Orísoain,72,31197,Navarra,Navarra,España
Oronz,51,31198,Navarra,Navarra,España
Oroz-Betelu,143,31199,Navarra,Navarra,España
Oteiza,972,31200,Navarra,Navarra,España
Pamplona,209094,31201,Navarra,Navarra,España
Peralta,6071,31202,Navarra,Navarra,España
Petilla de Aragón,29,31203,Navarra,Navarra,España
Piedramillera,46,31204,Navarra,Navarra,España
Pitillas,520,31205,Navarra,Navarra,España
Puente la Reina,2972,31206,Navarra,Navarra,España
Pueyo,384,31207,Navarra,Navarra,España
Ribaforada,3697,31208,Navarra,Navarra,España
Romanzado,180,31209,Navarra,Navarra,España
Roncal,206,31210,Navarra,Navarra,España
Orreaga,25,31211,Navarra,Navarra,España
Sada,130,31212,Navarra,Navarra,España
Saldías,125,31213,Navarra,Navarra,España
Salinas de Oro,110,31214,Navarra,Navarra,España
San Adrián,6504,31215,Navarra,Navarra,España
Sangüesa,4883,31216,Navarra,Navarra,España
San Martín de Unx,352,31217,Navarra,Navarra,España
Sansol,89,31219,Navarra,Navarra,España
Santacara,874,31220,Navarra,Navarra,España
Doneztebe,1854,31221,Navarra,Navarra,España
Sarriés,57,31222,Navarra,Navarra,España
Sartaguda,1349,31223,Navarra,Navarra,España
Sesma,1248,31224,Navarra,Navarra,España
Sorlada,39,31225,Navarra,Navarra,España
Sunbilla,672,31226,Navarra,Navarra,España
Tafalla,10854,31227,Navarra,Navarra,España
Tiebas-Muruarte de Reta,693,31228,Navarra,Navarra,España
Tirapu,49,31229,Navarra,Navarra,España
Torralba del Río,96,31230,Navarra,Navarra,España
Torres del Río,116,31231,Navarra,Navarra,España
Tudela,38903,31232,Navarra,Navarra,España
Tulebras,159,31233,Navarra,Navarra,España
Ucar,194,31234,Navarra,Navarra,España
Ujué,168,31235,Navarra,Navarra,España
Ultzama,1599,31236,Navarra,Navarra,España
Unciti,257,31237,Navarra,Navarra,España
Unzué,164,31238,Navarra,Navarra,España
Urdazubi,354,31239,Navarra,Navarra,España
Urdiain,647,31240,Navarra,Navarra,España
Urraul Alto,136,31241,Navarra,Navarra,España
Urraul Bajo,330,31242,Navarra,Navarra,España
Urroz-Villa,403,31243,Navarra,Navarra,España
Urroz,175,31244,Navarra,Navarra,España
Urzainqui,76,31245,Navarra,Navarra,España
Uterga,177,31246,Navarra,Navarra,España
Uztárroz,136,31247,Navarra,Navarra,España
Luzaide,336,31248,Navarra,Navarra,España
Valtierra,2505,31249,Navarra,Navarra,España
Bera,3779,31250,Navarra,Navarra,España
Viana,4441,31251,Navarra,Navarra,España
Vidángoz,74,31252,Navarra,Navarra,España
Bidaurreta,181,31253,Navarra,Navarra,España
Villafranca,3163,31254,Navarra,Navarra,España
Villamayor de Monjardín,115,31255,Navarra,Navarra,España
Hiriberri,96,31256,Navarra,Navarra,España
Villatuerta,1256,31257,Navarra,Navarra,España
Villava,9928,31258,Navarra,Navarra,España
Igantzi,578,31259,Navarra,Navarra,España
Valle de Yerri,1549,31260,Navarra,Navarra,España
Yesa,297,31261,Navarra,Navarra,España
Zabalza,285,31262,Navarra,Navarra,España
Zubieta,292,31263,Navarra,Navarra,España
Zugarramurdi,213,31264,Navarra,Navarra,España
Zúñiga,78,31265,Navarra,Navarra,España
Barañáin,19642,31901,Navarra,Navarra,España
Berrioplano,7645,31902,Navarra,Navarra,España
Berriozar,11361,31903,Navarra,Navarra,España
Irurtzun,2296,31904,Navarra,Navarra,España
Beriáin,4195,31905,Navarra,Navarra,España
Orkoien,4098,31906,Navarra,Navarra,España
Zizur Mayor,16510,31907,Navarra,Navarra,España
Lekunberri,1746,31908,Navarra,Navarra,España
Allariz,6497,32001,Ourense,Galicia,España
Amoeiro,2443,32002,Ourense,Galicia,España
A Arnoia,949,32003,Ourense,Galicia,España
Avión,1719,32004,Ourense,Galicia,España
Baltar,849,32005,Ourense,Galicia,España
Bande,1460,32006,Ourense,Galicia,España
Baños de Molgas,1471,32007,Ourense,Galicia,España
Barbadás,11201,32008,Ourense,Galicia,España
O Barco de Valdeorras,13368,32009,Ourense,Galicia,España
Beade,363,32010,Ourense,Galicia,España
Beariz,901,32011,Ourense,Galicia,España
Os Blancos,696,32012,Ourense,Galicia,España
Boborás,2167,32013,Ourense,Galicia,España
A Bola,1139,32014,Ourense,Galicia,España
O Bolo,789,32015,Ourense,Galicia,España
Calvos de Randín,650,32016,Ourense,Galicia,España
Carballeda de Valdeorras,1311,32017,Ourense,Galicia,España
Carballeda de Avia,1172,32018,Ourense,Galicia,España
O Carballiño,14249,32019,Ourense,Galicia,España
Cartelle,2466,32020,Ourense,Galicia,España
Castrelo do Val,947,32021,Ourense,Galicia,España
Castrelo de Miño,1289,32022,Ourense,Galicia,España
Castro Caldelas,1244,32023,Ourense,Galicia,España
Celanova,5723,32024,Ourense,Galicia,España
Cenlle,1066,32025,Ourense,Galicia,España
Coles,3228,32026,Ourense,Galicia,España
Cortegada,1027,32027,Ourense,Galicia,España
Cualedro,1538,32028,Ourense,Galicia,España
Chandrexa de Queixa,467,32029,Ourense,Galicia,España
Entrimo,1093,32030,Ourense,Galicia,España
Esgos,1103,32031,Ourense,Galicia,España
Xinzo de Limia,9699,32032,Ourense,Galicia,España
Gomesende,646,32033,Ourense,Galicia,España
A Gudiña,1197,32034,Ourense,Galicia,España
O Irixo,1340,32035,Ourense,Galicia,España
Xunqueira de Ambía,1346,32036,Ourense,Galicia,España
Xunqueira de Espadanedo,696,32037,Ourense,Galicia,España
Larouco,484,32038,Ourense,Galicia,España
Laza,1156,32039,Ourense,Galicia,España
Leiro,1517,32040,Ourense,Galicia,España
Lobeira,703,32041,Ourense,Galicia,España
Lobios,1776,32042,Ourense,Galicia,España
Maceda,2874,32043,Ourense,Galicia,España
Manzaneda,767,32044,Ourense,Galicia,España
Maside,2768,32045,Ourense,Galicia,España
Melón,1079,32046,Ourense,Galicia,España
A Merca,1962,32047,Ourense,Galicia,España
A Mezquita,996,32048,Ourense,Galicia,España
Montederramo,660,32049,Ourense,Galicia,España
Monterrei,2403,32050,Ourense,Galicia,España
Muíños,1385,32051,Ourense,Galicia,España
Nogueira de Ramuín,2074,32052,Ourense,Galicia,España
Oímbra,1689,32053,Ourense,Galicia,España
Ourense,105769,32054,Ourense,Galicia,España
Paderne de Allariz,1346,32055,Ourense,Galicia,España
Padrenda,1555,32056,Ourense,Galicia,España
Parada de Sil,500,32057,Ourense,Galicia,España
O Pereiro de Aguiar,6794,32058,Ourense,Galicia,España
A Peroxa,1793,32059,Ourense,Galicia,España
Petín,856,32060,Ourense,Galicia,España
Piñor,1103,32061,Ourense,Galicia,España
Porqueira,806,32062,Ourense,Galicia,España
A Pobra de Trives,1929,32063,Ourense,Galicia,España
Pontedeva,458,32064,Ourense,Galicia,España
Punxín,748,32065,Ourense,Galicia,España
Quintela de Leirado,587,32066,Ourense,Galicia,España
Rairiz de Veiga,1154,32067,Ourense,Galicia,España
Ramirás,1485,32068,Ourense,Galicia,España
Ribadavia,4895,32069,Ourense,Galicia,España
San Xoán de Río,510,32070,Ourense,Galicia,España
Riós,1379,32071,Ourense,Galicia,España
A Rúa,4214,32072,Ourense,Galicia,España
Rubiá,1391,32073,Ourense,Galicia,España
San Amaro,1030,32074,Ourense,Galicia,España
San Cibrao das Viñas,5751,32075,Ourense,Galicia,España
San Cristovo de Cea,1963,32076,Ourense,Galicia,España
Sandiás,1086,32077,Ourense,Galicia,España
Sarreaus,1068,32078,Ourense,Galicia,España
Taboadela,1480,32079,Ourense,Galicia,España
A Teixeira,328,32080,Ourense,Galicia,España
Toén,2327,32081,Ourense,Galicia,España
Trasmiras,1216,32082,Ourense,Galicia,España
A Veiga,873,32083,Ourense,Galicia,España
Verea,974,32084,Ourense,Galicia,España
Verín,13956,32085,Ourense,Galicia,España
Viana do Bolo,2715,32086,Ourense,Galicia,España
Vilamarín,1836,32087,Ourense,Galicia,España
Vilamartín de Valdeorras,1817,32088,Ourense,Galicia,España
Vilar de Barrio,1178,32089,Ourense,Galicia,España
Vilar de Santos,784,32090,Ourense,Galicia,España
Vilardevós,1616,32091,Ourense,Galicia,España
Vilariño de Conso,501,32092,Ourense,Galicia,España
Allande,1506,33001,Asturias,Asturias,España
Aller,10011,33002,Asturias,Asturias,España
Amieva,591,33003,Asturias,Asturias,España
Avilés,75517,33004,Asturias,Asturias,España
Belmonte de Miranda,1366,33005,Asturias,Asturias,España
Bimenes,1639,33006,Asturias,Asturias,España
Boal,1372,33007,Asturias,Asturias,España
Cabrales,1884,33008,Asturias,Asturias,España
Cabranes,1094,33009,Asturias,Asturias,España
Candamo,1902,33010,Asturias,Asturias,España
Cangas del Narcea,11282,33011,Asturias,Asturias,España
Cangas de Onís,6344,33012,Asturias,Asturias,España
Caravia,486,33013,Asturias,Asturias,España
Carreño,10292,33014,Asturias,Asturias,España
Caso,1437,33015,Asturias,Asturias,España
Castrillón,21998,33016,Asturias,Asturias,España
Castropol,3202,33017,Asturias,Asturias,España
Coaña,3321,33018,Asturias,Asturias,España
Colunga,3143,33019,Asturias,Asturias,España
Corvera de Asturias,15785,33020,Asturias,Asturias,España
Cudillero,4867,33021,Asturias,Asturias,España
Degaña,768,33022,Asturias,Asturias,España
El Franco,3728,33023,Asturias,Asturias,España
Gijón,269894,33024,Asturias,Asturias,España
Gozón,10407,33025,Asturias,Asturias,España
Grado,9681,33026,Asturias,Asturias,España
Grandas de Salime,767,33027,Asturias,Asturias,España
Ibias,1084,33028,Asturias,Asturias,España
Illano,277,33029,Asturias,Asturias,España
Illas,1048,33030,Asturias,Asturias,España
Langreo,38612,33031,Asturias,Asturias,España
Laviana,12352,33032,Asturias,Asturias,España
Lena,10382,33033,Asturias,Asturias,España
Valdés,10776,33034,Asturias,Asturias,España
Llanera,14020,33035,Asturias,Asturias,España
Llanes,13486,33036,Asturias,Asturias,España
Mieres,36373,33037,Asturias,Asturias,España
Morcín,2460,33038,Asturias,Asturias,España
Muros de Nalón,1955,33039,Asturias,Asturias,España
Nava,5244,33040,Asturias,Asturias,España
Navia,8031,33041,Asturias,Asturias,España
Noreña,5131,33042,Asturias,Asturias,España
Onís,739,33043,Asturias,Asturias,España
Oviedo,223968,33044,Asturias,Asturias,España
Parres,5150,33045,Asturias,Asturias,España
Peñamellera Alta,500,33046,Asturias,Asturias,España
Peñamellera Baja,1194,33047,Asturias,Asturias,España
Pesoz,134,33048,Asturias,Asturias,España
Piloña,6716,33049,Asturias,Asturias,España
Ponga,576,33050,Asturias,Asturias,España
Pravia,7792,33051,Asturias,Asturias,España
Proaza,686,33052,Asturias,Asturias,España
Quirós,1142,33053,Asturias,Asturias,España
Las Regueras,1892,33054,Asturias,Asturias,España
Ribadedeva,1693,33055,Asturias,Asturias,España
Ribadesella,5591,33056,Asturias,Asturias,España
Ribera de Arriba,1852,33057,Asturias,Asturias,España
Riosa,1686,33058,Asturias,Asturias,España
Salas,4771,33059,Asturias,Asturias,España
San Martín del Rey Aurelio,15531,33060,Asturias,Asturias,España
San Martín de Oscos,337,33061,Asturias,Asturias,España
Santa Eulalia de Oscos,420,33062,Asturias,Asturias,España
San Tirso de Abres,396,33063,Asturias,Asturias,España
Santo Adriano,281,33064,Asturias,Asturias,España
Sariego,1252,33065,Asturias,Asturias,España
Siero,53049,33066,Asturias,Asturias,España
Sobrescobio,838,33067,Asturias,Asturias,España
Somiedo,1031,33068,Asturias,Asturias,España
Soto del Barco,3801,33069,Asturias,Asturias,España
Tapia de Casariego,3538,33070,Asturias,Asturias,España
Taramundi,545,33071,Asturias,Asturias,España
Teverga,1495,33072,Asturias,Asturias,España
Tineo,8679,33073,Asturias,Asturias,España
Vegadeo,3928,33074,Asturias,Asturias,España
Villanueva de Oscos,244,33075,Asturias,Asturias,España
Villaviciosa,15379,33076,Asturias,Asturias,España
Villayón,1054,33077,Asturias,Asturias,España
Yernes y Tameza,134,33078,Asturias,Asturias,España
Abarca de Campos,38,34001,Palencia,Castilla y León,España
Abia de las Torres,165,34003,Palencia,Castilla y León,España
Aguilar de Campoo,6916,34004,Palencia,Castilla y León,España
Alar del Rey,910,34005,Palencia,Castilla y León,España
Alba de Cerrato,80,34006,Palencia,Castilla y León,España
Amayuelas de Arriba,36,34009,Palencia,Castilla y León,España
Ampudia,588,34010,Palencia,Castilla y León,España
Amusco,417,34011,Palencia,Castilla y León,España
Antigüedad,329,34012,Palencia,Castilla y León,España
Arconada,45,34015,Palencia,Castilla y León,España
Astudillo,1041,34017,Palencia,Castilla y León,España
Autilla del Pino,223,34018,Palencia,Castilla y León,España
Autillo de Campos,125,34019,Palencia,Castilla y León,España
Ayuela,48,34020,Palencia,Castilla y León,España
Baltanás,1226,34022,Palencia,Castilla y León,España
Venta de Baños,6372,34023,Palencia,Castilla y León,España
Baquerín de Campos,20,34024,Palencia,Castilla y León,España
Bárcena de Campos,53,34025,Palencia,Castilla y León,España
Barruelo de Santullán,1164,34027,Palencia,Castilla y León,España
Báscones de Ojeda,136,34028,Palencia,Castilla y León,España
Becerril de Campos,737,34029,Palencia,Castilla y León,España
Belmonte de Campos,28,34031,Palencia,Castilla y León,España
Berzosilla,45,34032,Palencia,Castilla y León,España
Boada de Campos,17,34033,Palencia,Castilla y León,España
Boadilla del Camino,111,34034,Palencia,Castilla y León,España
Boadilla de Rioseco,95,34035,Palencia,Castilla y León,España
Brañosera,253,34036,Palencia,Castilla y León,España
Buenavista de Valdavia,290,34037,Palencia,Castilla y León,España
Bustillo de la Vega,259,34038,Palencia,Castilla y León,España
Bustillo del Páramo de Carrión,58,34039,Palencia,Castilla y León,España
Calahorra de Boedo,82,34041,Palencia,Castilla y León,España
Calzada de los Molinos,305,34042,Palencia,Castilla y León,España
Capillas,68,34045,Palencia,Castilla y León,España
Cardeñosa de Volpejera,64,34046,Palencia,Castilla y León,España
Carrión de los Condes,1997,34047,Palencia,Castilla y León,España
Castil de Vela,54,34048,Palencia,Castilla y León,España
Castrejón de la Peña,322,34049,Palencia,Castilla y León,España
Castrillo de Don Juan,177,34050,Palencia,Castilla y León,España
Castrillo de Onielo,91,34051,Palencia,Castilla y León,España
Castrillo de Villavega,167,34052,Palencia,Castilla y León,España
Castromocho,193,34053,Palencia,Castilla y León,España
Cervatos de la Cueza,241,34055,Palencia,Castilla y León,España
Cervera de Pisuerga,2272,34056,Palencia,Castilla y León,España
Cevico de la Torre,464,34057,Palencia,Castilla y León,España
Cevico Navero,175,34058,Palencia,Castilla y León,España
Cisneros,426,34059,Palencia,Castilla y León,España
Cobos de Cerrato,129,34060,Palencia,Castilla y León,España
Collazos de Boedo,89,34061,Palencia,Castilla y León,España
Congosto de Valdavia,132,34062,Palencia,Castilla y León,España
Cordovilla la Real,130,34063,Palencia,Castilla y León,España
Cubillas de Cerrato,60,34066,Palencia,Castilla y León,España
Dehesa de Montejo,130,34067,Palencia,Castilla y León,España
Dehesa de Romanos,39,34068,Palencia,Castilla y León,España
Dueñas,2605,34069,Palencia,Castilla y León,España
Espinosa de Cerrato,119,34070,Palencia,Castilla y León,España
Espinosa de Villagonzalo,164,34071,Palencia,Castilla y León,España
Frechilla,138,34072,Palencia,Castilla y León,España
Fresno del Río,169,34073,Palencia,Castilla y León,España
Frómista,727,34074,Palencia,Castilla y León,España
Fuentes de Nava,581,34076,Palencia,Castilla y León,España
Fuentes de Valdepero,489,34077,Palencia,Castilla y León,España
Grijota,2839,34079,Palencia,Castilla y León,España
Guardo,5502,34080,Palencia,Castilla y León,España
Guaza de Campos,57,34081,Palencia,Castilla y León,España
Hérmedes de Cerrato,72,34082,Palencia,Castilla y León,España
Herrera de Pisuerga,1875,34083,Palencia,Castilla y León,España
Herrera de Valdecañas,148,34084,Palencia,Castilla y León,España
Hontoria de Cerrato,108,34086,Palencia,Castilla y León,España
Hornillos de Cerrato,171,34087,Palencia,Castilla y León,España
Husillos,413,34088,Palencia,Castilla y León,España
Itero de la Vega,147,34089,Palencia,Castilla y León,España
Lagartos,117,34091,Palencia,Castilla y León,España
Lantadilla,277,34092,Palencia,Castilla y León,España
La Vid de Ojeda,82,34093,Palencia,Castilla y León,España
Ledigos,59,34094,Palencia,Castilla y León,España
Lomas,40,34096,Palencia,Castilla y León,España
Magaz de Pisuerga,1065,34098,Palencia,Castilla y León,España
Manquillos,62,34099,Palencia,Castilla y León,España
Mantinos,142,34100,Palencia,Castilla y León,España
Marcilla de Campos,60,34101,Palencia,Castilla y León,España
Mazariegos,202,34102,Palencia,Castilla y León,España
Mazuecos de Valdeginate,78,34103,Palencia,Castilla y León,España
Melgar de Yuso,269,34104,Palencia,Castilla y León,España
Meneses de Campos,109,34106,Palencia,Castilla y León,España
Micieces de Ojeda,67,34107,Palencia,Castilla y León,España
Monzón de Campos,608,34108,Palencia,Castilla y León,España
Moratinos,55,34109,Palencia,Castilla y León,España
Mudá,81,34110,Palencia,Castilla y León,España
Nogal de las Huertas,46,34112,Palencia,Castilla y León,España
